"TotalSF","OverallQual2","YearBuilt","GarageCars","LotArea","KitchenQual","GarageType","FireplaceQu","Target"
1728,"Average",1978,1,7000,"Average","Attached","No Fireplace",136500
2180,"Average",2005,2,7024,"Average","Attached","No Fireplace",157000
2873,"Average",1990,2,13758,"Good","Attached","Average",187500
2401,"Average",1992,2,9636,"Average","Built In","Average",178000
3025,"Average",1912,1,6204,"Average","Detached","No Fireplace",118500
1784,"Average",1967,1,7150,"Average","Attached","No Fireplace",100000
3407,"Above Average",1999,2,5119,"Good","Attached","Average",328900
3338,"Average",1959,2,8393,"Average","Attached","No Fireplace",145000
2209,"Average",1955,1,16466,"Average","Attached","No Fireplace",135500
4434,"Above Average",1970,2,15865,"Good","Attached","Average",268000
3010,"Below Average",1953,2,12160,"Average","Attached","Average",149500
1596,"Average",1949,2,8064,"Average","Detached","Poor",122900
2601,"Average",1978,2,11184,"Average","Attached","Average",172500
2127,"Average",1963,1,8414,"Average","Attached","No Fireplace",154500
2766,"Average",1954,1,13284,"Average","Attached","Good",165000
1535,"Average",1979,2,7018,"Average","Attached","No Fireplace",118858
2576,"Average",1963,2,7056,"Average","Attached","Average",140000
1902,"Average",1936,1,8765,"Average","Detached","No Fireplace",106500
2240,"Average",1979,2,7018,"Average","Detached","No Fireplace",142953
4694,"Above Average",2009,3,12919,"Excellent","Attached","Good",611657
2148,"Average",1961,1,6993,"Average","Attached","Average",135000
1716,"Average",1971,1,7340,"Average","Detached","No Fireplace",110000
2298,"Average",1957,1,8712,"Average","Detached","No Fireplace",153000
2292,"Average",2003,2,7875,"Good","Attached","Good",180000
3340,"Average",2006,3,14859,"Good","Attached","Good",240000
1778,"Average",1967,1,6173,"Average","Attached","No Fireplace",125500
2119,"Average",1954,1,9920,"Average","Attached","No Fireplace",128000
3259,"Above Average",2006,3,13501,"Good","Attached","Good",255000
3074,"Average",1936,1,11500,"Good","Attached","Good",250000
1766,"Average",1983,2,8885,"Average","Attached","No Fireplace",131000
2226,"Average",2005,2,12589,"Good","Attached","Good",174000
3379,"Average",1960,2,11600,"Average","Detached","No Fireplace",154300
2536,"Average",1977,1,9286,"Good","Detached","No Fireplace",143500
1783,"Average",1925,1,6120,"Average","Detached","No Fireplace",88000
3003,"Average",1949,3,6270,"Average","2+ Garages","No Fireplace",145000
1836,"Average",2009,2,3000,"Good","Detached","No Fireplace",173733
1638,"Average",1970,1,2001,"Average","Attached","No Fireplace",75000
960,"Below Average",1949,1,9000,"Average","Detached","No Fireplace",35311
2363,"Average",1956,1,17140,"Average","Attached","No Fireplace",135000
3231,"Average",1991,3,13125,"Good","Attached","Average",238000
2598,"Average",1958,2,11029,"Average","Attached","Average",176500
2649,"Average",1994,2,8462,"Good","Attached","No Fireplace",201000
3472,"Average",1900,0,8777,"Average","No Garage","No Fireplace",145900
2632,"Average",2005,2,10237,"Good","Attached","Good",169990
3221,"Average",1993,2,8012,"Good","Attached","Fair",193000
3372,"Average",1980,2,10240,"Average","Attached","Average",207500
2252,"Average",1977,2,15611,"Excellent","Attached","No Fireplace",175000
3555,"Above Average",2003,3,11999,"Excellent","Built In","Good",285000
2810,"Average",1968,2,9900,"Average","Attached","Good",176000
3541,"Above Average",2001,2,11838,"Excellent","Attached","Average",236500
3200,"Average",1997,2,13006,"Good","Built In","Average",222000
2932,"Above Average",2007,3,8925,"Good","Attached","No Fireplace",201000
1850,"Average",1965,1,9100,"Average","Detached","No Fireplace",117500
3810,"Above Average",2006,3,11670,"Excellent","Attached","Good",320000
3000,"Average",2004,2,8487,"Good","Attached","No Fireplace",190000
2654,"Average",1960,2,27650,"Good","Attached","Good",242000
1347,"Average",1926,2,5825,"Average","Detached","No Fireplace",79900
2376,"Average",2003,2,10083,"Good","Attached","No Fireplace",184900
3084,"Average",2005,2,9675,"Good","Attached","Good",253000
3353,"Average",2006,3,8760,"Good","Attached","No Fireplace",239799
3435,"Average",1940,1,24090,"Average","Attached","Average",244400
3456,"Average",1976,2,12640,"Average","Attached","No Fireplace",150900
3052,"Average",1999,2,8755,"Good","Built In","Average",214000
2880,"Below Average",1977,0,7711,"Average","No Garage","No Fireplace",150000
3264,"Below Average",1967,2,25000,"Average","Attached","No Fireplace",143000
2163,"Average",1958,2,14375,"Good","Basement Garage","Good",137500
2957,"Average",1890,2,8820,"Average","Detached","No Fireplace",124900
2288,"Average",1959,1,8163,"Average","Attached","Average",143000
3245,"Above Average",2002,3,14536,"Good","Attached","Good",270000
2712,"Average",2002,2,14006,"Good","Attached","Average",192500
2542,"Average",1972,2,9360,"Good","Attached","Average",197500
1728,"Average",1950,2,7200,"Good","Detached","No Fireplace",129000
1793,"Average",1965,1,7800,"Average","Detached","No Fireplace",119900
1536,"Average",1972,1,7200,"Average","Detached","No Fireplace",133900
2752,"Below Average",1969,2,11075,"Average","Attached","Poor",172000
1925,"Average",1975,0,9400,"Average","No Garage","No Fireplace",127500
2937,"Average",1946,2,7136,"Average","Attached","No Fireplace",145000
1790,"Average",1980,2,1300,"Average","Attached","Average",124000
2114,"Average",1962,2,7420,"Average","Detached","No Fireplace",132000
2674,"Average",2003,2,8450,"Good","Attached","No Fireplace",185000
2112,"Average",1999,2,2572,"Good","Detached","No Fireplace",155000
1716,"Average",1958,0,7207,"Average","No Garage","No Fireplace",116500
4202,"Average",1977,2,12227,"Average","Attached","Average",272000
2352,"Average",1976,2,2308,"Good","Detached","Average",155000
3600,"Above Average",2007,2,11923,"Excellent","Attached","No Fireplace",239000
2711,"Average",2002,2,11316,"Good","Built In","Good",214900
2267,"Average",2005,2,10237,"Good","Attached","Good",178900
2036,"Average",1940,1,9600,"Average","Detached","Average",160000
2196,"Average",1955,1,7390,"Average","Attached","No Fireplace",135000
1568,"Average",1910,0,5925,"Average","No Garage","No Fireplace",37900
1683,"Average",1958,1,10382,"Average","Attached","No Fireplace",140000
1912,"Below Average",1949,0,10800,"Average","No Garage","No Fireplace",135000
2390,"Average",2003,2,2268,"Good","Built In","No Fireplace",173000
1836,"Average",1979,1,7892,"Average","Attached","Average",99500
2856,"Average",2007,2,11639,"Good","Attached","No Fireplace",182000
2747,"Average",1910,2,11414,"Good","Detached","No Fireplace",167500
2055,"Average",2000,2,2651,"Good","Detached","No Fireplace",165000
1309,"Average",1923,0,5900,"Fair","No Garage","No Fireplace",85500
2482,"Average",2006,2,4274,"Good","Attached","No Fireplace",199900
1788,"Average",1954,2,9450,"Average","Detached","No Fireplace",110000
2242,"Average",1963,2,8816,"Average","Detached","No Fireplace",139000
1943,"Average",1961,2,12122,"Excellent","Attached","No Fireplace",178400
3837,"Above Average",1998,3,12203,"Good","Attached","Average",336000
2532,"Average",2007,2,3182,"Good","Attached","Good",159895
3418,"Above Average",2002,2,11250,"Good","Attached","Good",255900
1734,"Average",1977,2,10125,"Good","Attached","No Fireplace",126000
2328,"Average",1950,1,10880,"Average","Detached","No Fireplace",125000
2120,"Average",1910,1,5310,"Good","Attached","No Fireplace",117000
3870,"Above Average",2009,3,10159,"Excellent","Attached","Good",395192
2878,"Average",1976,2,12046,"Good","Attached","Average",195000
2346,"Average",2006,2,8125,"Good","Attached","No Fireplace",197000
3788,"Above Average",1997,3,9452,"Good","Attached","Average",348000
2658,"Above Average",1882,2,17671,"Good","Attached","Good",168000
2673,"Average",1964,2,9760,"Good","Attached","Fair",187000
2250,"Average",2005,2,8846,"Good","Attached","No Fireplace",173900
3418,"Above Average",2006,3,12456,"Excellent","Attached","Good",337500
1977,"Average",1946,1,4712,"Average","Detached","No Fireplace",121600
2100,"Average",1961,1,10659,"Average","Attached","No Fireplace",136500
2884,"Average",1970,2,11717,"Average","Attached","Average",185000
2084,"Below Average",1922,1,9786,"Average","Detached","Good",91000
2395,"Average",2006,2,6762,"Good","Attached","No Fireplace",206000
944,"Below Average",1952,2,10206,"Fair","Detached","No Fireplace",82000
1382,"Average",1920,1,5400,"Excellent","Detached","No Fireplace",86000
3148,"Above Average",2006,3,11957,"Good","Attached","Good",232000
3360,"Average",1976,2,11500,"Average","Detached","No Fireplace",136905
2850,"Average",2005,2,3182,"Good","Attached","Good",181000
1970,"Average",1977,1,8385,"Average","Attached","No Fireplace",149900
3314,"Below Average",1970,2,12155,"Average","Attached","Average",163500
1638,"Below Average",1970,1,2217,"Average","Attached","No Fireplace",88000
3420,"Average",2004,2,12118,"Good","Attached","Good",240000
2530,"Average",1926,0,6000,"Average","No Garage","No Fireplace",102000
1991,"Average",1948,1,21286,"Average","Attached","Good",135000
1664,"Average",1965,0,9825,"Average","No Garage","No Fireplace",100000
2104,"Average",1923,1,10592,"Good","Detached","Average",165000
2044,"Below Average",1910,1,7200,"Average","Detached","No Fireplace",85000
2164,"Average",1948,1,11664,"Average","Detached","Good",119200
2475,"Above Average",2001,2,8400,"Good","Attached","No Fireplace",227000
3008,"Average",1996,2,11883,"Good","Attached","Average",203000
2580,"Above Average",1984,2,5814,"Good","Attached","Excellent",187500
1856,"Average",1991,2,10784,"Good","Attached","Average",160000
2868,"Average",2005,2,3013,"Good","Attached","Good",213490
2264,"Average",2005,2,7024,"Good","Attached","No Fireplace",176000
2419,"Average",2006,2,7406,"Good","Attached","No Fireplace",194000
2160,"Average",1930,1,9439,"Average","Detached","No Fireplace",87000
2850,"Average",2005,2,3182,"Good","Attached","Good",191000
4463,"Above Average",1976,2,15498,"Good","Attached","Good",287000
1764,"Average",1972,2,7700,"Average","Detached","No Fireplace",112500
2532,"Average",1960,2,9300,"Average","Attached","Good",167500
3284,"Above Average",2007,3,9520,"Good","Attached","Good",293077
2144,"Average",1941,1,9492,"Average","Attached","Good",105000
1890,"Average",1972,1,1680,"Average","Detached","No Fireplace",118000
2614,"Average",1916,0,7082,"Average","No Garage","No Fireplace",160000
3906,"Below Average",1920,2,15863,"Average","Basement Garage","Average",197000
3858,"Above Average",1993,3,14541,"Good","Attached","Average",310000
3308,"Average",2002,3,8125,"Good","Attached","No Fireplace",230000
1874,"Average",1938,1,6305,"Fair","Basement Garage","Good",119750
845,"Below Average",1957,1,11500,"Average","Detached","No Fireplace",84000
3240,"Above Average",2007,3,12898,"Excellent","Attached","Excellent",315500
3318,"Above Average",2001,2,9240,"Good","Built In","Average",287000
1890,"Average",1970,0,1533,"Average","No Garage","Average",97000
1260,"Below Average",1970,1,1477,"Average","Attached","No Fireplace",80000
2937,"Below Average",1957,2,13125,"Average","Attached","Average",155000
2432,"Average",1966,2,9130,"Good","Attached","No Fireplace",173000
2612,"Average",2005,2,5381,"Good","Attached","Good",196000
3804,"Average",1990,2,11839,"Good","Attached","Excellent",262280
5048,"Above Average",1981,2,9600,"Good","Attached","Good",278000
1733,"Average",1955,2,13680,"Average","Attached","Good",139600
4860,"Above Average",2005,3,16056,"Excellent","Built In","Good",556581
1980,"Average",1994,2,9245,"Average","Detached","No Fireplace",145000
1771,"Below Average",1960,2,21750,"Average","Attached","Average",115000
930,"Average",1946,1,11100,"Good","Detached","No Fireplace",84900
2604,"Average",2007,2,8993,"Good","Attached","No Fireplace",176485
2632,"Average",2007,2,11175,"Good","Attached","Good",200141
2793,"Average",1964,2,9500,"Average","Attached","Average",165000
2742,"Average",1957,1,8562,"Average","Basement Garage","Good",144500
3054,"Above Average",2002,2,11367,"Good","Attached","Good",255000
2716,"Average",1976,2,11361,"Average","Attached","Average",180000
2728,"Average",2005,2,7052,"Good","Attached","Good",185850
2823,"Average",1994,2,29959,"Good","Built In","Good",248000
3288,"Above Average",2008,3,11308,"Excellent","Attached","Good",335000
2845,"Average",1932,2,11275,"Average","Detached","Good",220000
2676,"Above Average",2001,2,4920,"Good","Attached","No Fireplace",213500
1788,"Below Average",1935,3,18000,"Average","Detached","No Fireplace",81000
2999,"Average",1900,2,13600,"Average","Detached","No Fireplace",90000
2206,"Average",1925,2,6000,"Good","Detached","Good",110500
2308,"Average",1966,2,11000,"Average","Attached","Poor",154000
3566,"Average",1996,2,14000,"Good","Attached","No Fireplace",328000
2370,"Average",1993,2,7837,"Average","Attached","Average",178000
2391,"Average",1964,2,9760,"Average","Attached","No Fireplace",167900
3463,"Below Average",1973,2,3964,"Average","Attached","Good",151400
1738,"Average",1949,2,9600,"Good","Detached","No Fireplace",135000
2096,"Average",1956,1,10152,"Average","Attached","No Fireplace",135000
2283,"Average",1968,2,11700,"Average","Attached","No Fireplace",154000
2266,"Below Average",1948,1,7585,"Average","Detached","Average",91500
2116,"Average",1977,2,7950,"Average","Attached","No Fireplace",159500
2480,"Average",2006,3,8556,"Good","Attached","No Fireplace",194000
2540,"Average",1940,1,13125,"Average","Attached","Good",219500
2262,"Average",1936,2,10800,"Good","Attached","Average",170000
2192,"Average",1969,1,15870,"Average","Attached","No Fireplace",138800
1696,"Average",2004,2,4435,"Good","Attached","Good",155900
1980,"Average",1994,1,8775,"Average","Attached","No Fireplace",126000
2516,"Average",1971,2,11040,"Good","Attached","No Fireplace",145000
2080,"Average",1963,1,7500,"Average","Attached","No Fireplace",133000
2918,"Average",2002,2,8749,"Good","Attached","Good",192000
2502,"Average",1964,1,8800,"Average","Attached","Good",160000
2189,"Average",1995,2,13031,"Average","Attached","Average",187500
1932,"Average",1992,2,9069,"Good","Attached","No Fireplace",147000
1638,"Average",1973,1,1974,"Average","Attached","No Fireplace",83500
3035,"Above Average",2005,3,10574,"Good","Attached","Good",252000
2679,"Average",2004,2,2522,"Good","Detached","No Fireplace",137500
2494,"Above Average",2005,2,3316,"Good","Attached","Good",197000
1040,"Below Average",1950,2,8544,"Average","Detached","No Fireplace",92900
1852,"Average",1999,2,2160,"Good","Detached","No Fireplace",160000
2875,"Average",1925,2,8400,"Average","Detached","Good",136500
2064,"Average",1965,2,9230,"Good","Detached","No Fireplace",146000
1872,"Average",1956,1,5868,"Average","Attached","No Fireplace",129000
2628,"Average",2006,2,9317,"Good","Attached","Good",176432
2039,"Average",1914,0,6882,"Good","No Garage","No Fireplace",127000
2162,"Above Average",1986,2,3696,"Good","Attached","No Fireplace",170000
1996,"Average",1936,1,6000,"Average","Detached","No Fireplace",128000
2872,"Average",1978,2,11880,"Average","Attached","Average",157000
728,"Average",1920,1,8400,"Fair","Detached","No Fireplace",60000
1900,"Average",1971,1,9758,"Average","Detached","No Fireplace",119500
2144,"Average",1960,1,7000,"Average","Attached","No Fireplace",135000
1849,"Average",1959,2,8910,"Average","Built In","Fair",159500
1932,"Average",1970,2,2016,"Average","Detached","No Fireplace",106000
4085,"Above Average",1994,2,12256,"Good","Attached","Average",325000
2352,"Average",1990,2,10357,"Good","Attached","Average",179900
2889,"Average",2006,2,23257,"Good","Built In","Good",274725
2614,"Average",2000,2,8063,"Average","Attached","Average",181000
3672,"Above Average",2004,3,11362,"Good","Attached","Good",280000
2431,"Average",1995,2,8000,"Average","Attached","Average",188000
2767,"Average",1976,2,10480,"Average","Attached","Good",205000
1632,"Average",1957,1,7100,"Average","Detached","No Fireplace",129900
2016,"Average",1953,1,8923,"Good","Attached","No Fireplace",134500
1666,"Average",1954,1,5400,"Good","Detached","No Fireplace",117000
3468,"Above Average",2007,3,12085,"Excellent","Attached","Good",318000
1827,"Above Average",2002,2,7750,"Good","Built In","Average",184100
1788,"Average",1967,2,9764,"Good","Attached","No Fireplace",130000
2134,"Average",1958,1,13825,"Average","Built In","No Fireplace",140000
2080,"Average",1959,1,7560,"Average","Attached","No Fireplace",133700
2024,"Average",1920,1,8263,"Average","Detached","Good",118400
3104,"Average",2005,3,10084,"Good","Attached","No Fireplace",212900
1632,"Below Average",1956,1,8926,"Average","Basement Garage","No Fireplace",112000
1396,"Average",1947,0,9405,"Average","No Garage","No Fireplace",118000
1866,"Average",1992,2,9125,"Good","Attached","Average",163900
2010,"Average",1955,2,10434,"Fair","Detached","Average",115000
2928,"Average",2007,3,3684,"Good","Attached","Average",174000
3060,"Average",2004,3,14572,"Good","Attached","Good",259000
2806,"Average",2004,2,11796,"Good","Built In","Good",215000
1872,"Average",1980,2,7200,"Average","Detached","No Fireplace",140000
3103,"Below Average",1928,2,7804,"Good","Detached","Average",135000
1948,"Average",1991,0,10712,"Average","No Garage","No Fireplace",93500
3218,"Below Average",1880,1,9900,"Fair","Detached","No Fireplace",117500
3148,"Above Average",1995,2,9828,"Good","Attached","Average",239500
2516,"Average",1997,2,8773,"Average","Attached","Average",169000
1946,"Average",1926,1,6180,"Average","Detached","Good",102000
2284,"Average",1950,1,9600,"Average","Attached","No Fireplace",119000
1800,"Average",1875,0,6342,"Average","No Garage","No Fireplace",94000
3134,"Average",1977,2,9819,"Good","Attached","Average",196000
2082,"Average",1920,2,8731,"Average","Detached","Good",144000
1904,"Average",1951,2,7350,"Average","Detached","No Fireplace",139000
2648,"Average",1976,2,10304,"Good","Attached","Average",197500
4294,"Above Average",2006,3,9965,"Good","Built In","Average",424870
2012,"Below Average",1959,0,9000,"Average","No Garage","No Fireplace",80000
1596,"Below Average",1941,1,12180,"Fair","Detached","No Fireplace",80000
2618,"Average",1928,1,6240,"Average","Detached","Good",149000
2596,"Average",1985,2,11200,"Good","Attached","Average",180000
2268,"Average",1941,1,12000,"Fair","Attached","Good",174500
1683,"Average",1926,1,5700,"Average","Detached","Good",116900
2132,"Average",1920,2,9000,"Average","Detached","No Fireplace",143000
1864,"Average",1950,1,8280,"Good","Attached","Good",124000
2932,"Below Average",1959,2,17755,"Fair","Attached","Good",149900
2884,"Average",1956,2,14115,"Excellent","Attached","Good",230000
1632,"Average",1930,1,5890,"Average","Detached","No Fireplace",120500
2684,"Average",1965,2,13700,"Good","Attached","Good",201800
2874,"Average",1976,2,10768,"Good","Attached","Fair",218000
2484,"Average",1965,2,9350,"Good","Attached","Good",179900
2628,"Average",2007,2,5001,"Good","Attached","Good",230000
3160,"Above Average",2007,3,11932,"Good","Attached","No Fireplace",235128
2777,"Average",1974,2,9120,"Good","Attached","Average",185000
2311,"Average",1978,2,2280,"Average","Attached","Average",146000
2936,"Average",1954,2,14778,"Good","Detached","Good",224000
1788,"Average",1968,2,8724,"Average","Attached","Poor",129000
2456,"Below Average",1969,2,12900,"Average","Car Port","No Fireplace",108959
2792,"Average",1978,2,16157,"Good","Attached","Average",194000
3004,"Average",2009,2,9541,"Good","Attached","No Fireplace",233170
3388,"Above Average",2008,3,10475,"Good","Attached","No Fireplace",245350
2630,"Average",2000,2,10852,"Average","Attached","Average",173000
3235,"Average",1935,2,13728,"Good","Basement Garage","Average",235000
5557,"Above Average",1995,3,35760,"Good","Attached","Average",625000
2214,"Average",1977,1,9880,"Average","Attached","Poor",171000
2522,"Average",1958,2,9120,"Average","Attached","Average",163000
1875,"Average",2006,2,4017,"Good","Detached","No Fireplace",171900
4684,"Average",1946,0,18030,"Excellent","No Garage","Good",200500
3297,"Average",1932,2,16560,"Average","Detached","Good",239000
4555,"Above Average",1992,2,10678,"Good","Attached","Average",285000
1799,"Average",1984,1,6951,"Average","Attached","No Fireplace",119500
2042,"Average",1926,1,3950,"Average","Detached","No Fireplace",115000
2074,"Average",1921,1,7681,"Average","Detached","Good",154900
1124,"Average",1954,0,8335,"Average","No Garage","Good",93000
3730,"Average",1990,2,11170,"Average","Attached","No Fireplace",250000
3252,"Above Average",2008,2,5587,"Good","Attached","Good",392500
6872,"Above Average",1996,3,15623,"Excellent","Attached","Average",745000
2250,"Average",1920,2,10800,"Average","Detached","Good",120000
3144,"Below Average",1963,3,35133,"Average","2+ Garages","Average",186700
2005,"Average",1924,1,9738,"Average","Attached","No Fireplace",104900
2677,"Average",1900,2,10615,"Average","Car Port","No Fireplace",95000
3248,"Above Average",1994,3,12461,"Good","Attached","Fair",262000
2491,"Average",2002,2,8935,"Good","Attached","No Fireplace",195000
2798,"Average",1999,2,7500,"Good","Attached","Average",189000
2871,"Below Average",1961,4,32463,"Average","2+ Garages","Average",168000
2217,"Above Average",1999,2,2645,"Good","Detached","No Fireplace",174000
2174,"Average",1925,1,9600,"Good","Detached","No Fireplace",125000
2448,"Average",1999,2,4500,"Average","Attached","No Fireplace",165000
2015,"Average",1969,1,9364,"Average","Attached","No Fireplace",158000
2184,"Average",2005,2,8029,"Good","Attached","No Fireplace",176000
2742,"Average",2006,3,14054,"Good","Built In","Good",219210
2505,"Average",1916,1,8850,"Average","Detached","Good",144000
2424,"Average",2001,2,9100,"Good","Attached","No Fireplace",178000
2433,"Average",1963,2,11235,"Average","Attached","Poor",148000
1728,"Average",1970,1,9353,"Average","Attached","No Fireplace",116050
2645,"Average",1998,2,10400,"Good","Attached","No Fireplace",197900
2232,"Average",1925,1,6000,"Average","Detached","Fair",117000
3260,"Average",2000,2,9750,"Good","Attached","Average",213000
2130,"Average",1975,2,10140,"Average","Attached","No Fireplace",153500
4354,"Average",1990,3,14684,"Good","Attached","Average",271900
2112,"Below Average",1966,1,8900,"Average","Detached","No Fireplace",107000
3382,"Average",2003,2,9135,"Good","Attached","No Fireplace",200000
2214,"Average",1962,2,7763,"Average","Detached","No Fireplace",140000
3320,"Above Average",2006,2,10182,"Good","Attached","Good",290000
2900,"Average",1992,2,11218,"Good","Attached","Average",189000
2311,"Above Average",1988,2,12134,"Average","Basement Garage","No Fireplace",164000
1344,"Average",1941,1,9340,"Average","Attached","No Fireplace",113000
1608,"Average",1965,1,10246,"Average","Attached","No Fireplace",145000
1924,"Average",1962,1,10205,"Average","Attached","No Fireplace",134500
1788,"Average",1966,1,7094,"Average","Detached","No Fireplace",125000
1902,"Average",1978,2,8930,"Average","Attached","No Fireplace",112000
2614,"Above Average",2009,2,8640,"Good","Attached","No Fireplace",229456
912,"Average",1947,0,6240,"Average","No Garage","No Fireplace",80500
1890,"Average",1971,0,1680,"Average","No Garage","No Fireplace",91500
1824,"Average",1964,1,7800,"Average","Attached","No Fireplace",115000
2163,"Average",1968,1,8250,"Average","Attached","Average",134000
2886,"Average",1949,1,10496,"Average","Attached","Good",143000
4272,"Below Average",1951,2,10680,"Average","Detached","No Fireplace",137900
2278,"Average",2004,2,15384,"Good","Attached","Good",184000
1726,"Average",1958,1,10482,"Average","Attached","No Fireplace",145000
2827,"Average",2007,3,14598,"Good","Built In","Good",214000
1824,"Average",1965,2,8872,"Good","Detached","No Fireplace",147000
3404,"Above Average",2008,3,8769,"Excellent","Attached","Good",367294
2582,"Average",1960,1,7910,"Average","Basement Garage","No Fireplace",127000
3981,"Average",1977,2,18890,"Average","Built In","Average",190000
2296,"Average",1962,2,7728,"Average","Attached","No Fireplace",132500
1224,"Average",1962,2,9842,"Average","Car Port","No Fireplace",101800
2376,"Average",1959,2,12160,"Average","Attached","No Fireplace",142000
2904,"Average",1911,0,8525,"Average","No Garage","No Fireplace",130000
2531,"Average",1914,1,13132,"Average","Detached","No Fireplace",138887
2390,"Average",2003,2,2628,"Good","Built In","No Fireplace",175500
2795,"Average",2004,2,12393,"Good","Built In","Good",195000
2282,"Average",2005,2,13072,"Average","Detached","No Fireplace",142500
2960,"Above Average",2006,2,9037,"Excellent","Attached","Good",265900
2652,"Average",2003,2,8158,"Good","Attached","No Fireplace",224900
3378,"Average",2007,3,9849,"Good","Attached","No Fireplace",248328
2226,"Average",1974,2,10625,"Good","Attached","Average",170000
4152,"Above Average",2006,3,13891,"Excellent","Attached","Good",465000
2309,"Above Average",1929,2,11435,"Good","Detached","Good",230000
2453,"Average",1984,2,12090,"Average","Built In","Average",178000
2309,"Average",2005,2,8125,"Good","Attached","No Fireplace",186500
2046,"Average",1976,3,12328,"Average","Attached","No Fireplace",169900
2793,"Average",1917,2,9600,"Average","Detached","Good",129500
1864,"Average",1950,1,7200,"Average","Attached","No Fireplace",119000
4220,"Average",1968,2,11160,"Excellent","Attached","Average",244000
2810,"Average",2003,2,3136,"Good","Attached","Good",171750
1738,"Average",1968,1,9858,"Average","Attached","No Fireplace",130000
3359,"Average",1974,2,17542,"Good","Attached","Good",294000
2402,"Average",2003,2,6931,"Good","Built In","Good",165400
2251,"Average",1931,1,6240,"Average","Detached","Good",127500
3973,"Above Average",1994,2,14303,"Good","Attached","Average",301500
1728,"Average",1922,0,4060,"Average","No Garage","No Fireplace",99900
2022,"Average",2005,2,9587,"Good","Attached","No Fireplace",190000
2108,"Average",1969,2,9750,"Average","Attached","No Fireplace",151000
2516,"Average",1999,2,24682,"Average","Built In","Average",181000
2100,"Average",1956,1,9600,"Average","Attached","No Fireplace",128900
2892,"Average",1957,1,11250,"Average","Attached","Average",161500
2588,"Average",1919,2,13515,"Average","Detached","Good",180500
2742,"Average",1998,2,4060,"Good","Attached","No Fireplace",181000
2143,"Average",1999,2,3735,"Good","Detached","No Fireplace",183900
2814,"Below Average",1910,1,10120,"Average","Detached","Good",122000
4020,"Above Average",2008,3,13214,"Excellent","Attached","Good",378500
4175,"Above Average",1935,3,14100,"Good","Built In","Good",381000
2398,"Average",1958,1,11344,"Average","Attached","No Fireplace",144000
2856,"Average",1979,2,23595,"Good","Attached","Average",260000
2978,"Average",1968,2,9156,"Good","Attached","Good",185750
1870,"Average",1965,1,13526,"Average","Attached","No Fireplace",137000
2376,"Average",1959,1,11512,"Excellent","Basement Garage","Good",177000
1911,"Average",1910,2,5362,"Average","Detached","Good",139000
2848,"Average",1948,2,11345,"Average","Detached","No Fireplace",137000
2118,"Average",1972,2,12936,"Average","Attached","Average",162000
3404,"Average",1967,2,17871,"Average","Attached","Good",197900
3159,"Above Average",2002,2,9473,"Good","Attached","Good",237000
1826,"Below Average",1920,2,7500,"Average","Detached","No Fireplace",68400
3146,"Average",2002,2,9808,"Good","Attached","No Fireplace",227000
2648,"Average",1990,2,8049,"Average","Attached","Average",180000
2080,"Average",1977,2,8800,"Good","Detached","No Fireplace",150500
2736,"Average",1971,0,9400,"Average","No Garage","No Fireplace",139000
3251,"Average",1919,1,9638,"Good","Detached","Good",169000
2192,"Average",1939,1,6000,"Average","Detached","Good",132500
2656,"Average",1963,2,9790,"Average","Attached","Good",143000
3206,"Average",1964,2,36500,"Average","Attached","No Fireplace",190000
3160,"Above Average",2000,2,5664,"Excellent","Attached","Excellent",278000
3055,"Above Average",2006,3,11065,"Excellent","Built In","Good",281000
2304,"Average",1964,2,14112,"Average","Attached","Good",180500
1932,"Average",1972,1,1680,"Average","Detached","No Fireplace",119500
3366,"Below Average",1892,1,6600,"Average","Attached","No Fireplace",107500
2496,"Average",1976,2,10140,"Average","Attached","Average",162900
1728,"Average",1955,2,8172,"Average","Detached","No Fireplace",115000
2104,"Average",1968,1,8400,"Average","Attached","No Fireplace",138500
2248,"Average",1963,2,8700,"Average","Attached","No Fireplace",155000
1619,"Average",2005,2,3675,"Average","Basement Garage","No Fireplace",140000
2492,"Average",1959,1,7500,"Good","Attached","No Fireplace",154000
2961,"Average",1999,2,10762,"Good","Attached","Average",225000
2265,"Average",1942,1,7500,"Good","Attached","Good",177500
3691,"Above Average",1994,3,10120,"Good","Attached","Average",290000
3232,"Average",2005,3,8688,"Good","Attached","No Fireplace",232000
2684,"Average",2004,2,3363,"Good","Detached","No Fireplace",130000
3304,"Above Average",2006,2,13173,"Excellent","Attached","Excellent",325000
2736,"Average",2005,2,6955,"Good","Attached","Good",202500
1980,"Average",1994,2,8072,"Average","Detached","No Fireplace",138000
2046,"Average",1948,2,12000,"Good","Attached","No Fireplace",147000
2572,"Average",1991,2,7153,"Good","Attached","No Fireplace",179200
3804,"Average",1959,2,17500,"Excellent","Attached","Average",335000
2548,"Average",2005,2,8814,"Good","Attached","No Fireplace",203000
4263,"Above Average",1990,2,9572,"Good","Attached","Excellent",302000
3992,"Above Average",1999,3,14774,"Good","Built In","Average",333168
1896,"Average",1954,1,8190,"Average","Detached","Average",119000
3064,"Average",1969,2,11075,"Average","Attached","Good",206900
3252,"Above Average",2008,3,10226,"Excellent","Attached","Good",295493
2704,"Average",2006,2,4230,"Good","Attached","Good",208900
3540,"Above Average",2001,3,14781,"Good","Attached","Average",275000
