,LotFrontage,LotArea,Street,Alley,Utilities,LotConfig,LandSlope,YearBuilt,YearRemodAdd,HeatingQC,X1stFlrSF,X2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,X3SsnPorch,MoSold,YrSold,ByRR,ByHWY,ByFeeder,ByPositiveFeature,Remodeled,Exterior,HasMasonVeneer,HasBasement,HasGarage,StoneBrook,NorthridgeHeights,Northridge,Crawford,OverallCond2,OverallQual2,ExterQual2,Foundation2,SalePriceT
734,80,10000,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1961,1983,Ex,1144,0,1,0,3,1,6,1,0,3,2009,0,0,1,0,1,Hard Board,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,131400
735,70.04995837,8978,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1968,1968,TA,948,0,1,0,3,1,6,0,0,5,2007,0,0,0,0,0,Plywood,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,108000
736,60,10800,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1914,1970,Fa,880,888,1,1,2,1,6,2,0,10,2006,0,0,0,0,1,Wood Siding,1,1,1,0,0,0,0,Above Average,Average,Average,Brick/Tile,163000
737,60,8544,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1950,1950,Gd,1040,0,2,0,2,2,6,0,0,7,2006,0,0,0,0,0,Other,1,0,1,0,0,0,0,Below Average,Below Average,Average,Cinder Block,93500
738,72,10463,Paved,0,All Public Utilities,Cul-de-sac,Gentle Slope,2005,2005,Ex,901,900,2,1,3,1,8,1,0,6,2006,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Above Average,Above Average,Poured Concrete,239900
739,60,10800,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1987,1988,TA,1200,0,3,0,3,1,5,0,0,3,2009,0,0,0,0,1,Plywood,1,1,0,0,0,0,0,Average,Average,Average,Cinder Block,179000
740,65,9313,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2004,2004,Ex,864,864,2,1,3,1,7,0,0,4,2009,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,190000
741,60,9600,Paved,1,All Public Utilities,Inside Lot,Gentle Slope,1910,2002,Ex,768,664,2,0,2,1,7,0,0,5,2007,0,0,0,0,1,Wood Siding,1,1,1,0,0,0,0,Above Average,Average,Average,Brick/Tile,132000
742,65,6768,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1961,1996,Gd,912,0,1,0,3,1,5,0,0,5,2008,0,0,1,0,1,Hard Board,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,142000
743,65,8450,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2000,2001,Ex,1349,0,2,0,3,1,6,0,0,12,2007,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,179000
744,70,12886,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1963,1999,Ex,1464,0,2,0,3,1,6,1,0,10,2009,0,0,0,0,1,Hard Board,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,175000
745,41,5395,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1993,1993,Gd,1337,0,2,0,2,1,5,1,168,10,2008,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Average,Above Average,Above Average,Poured Concrete,180000
746,70.04995837,8963,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1976,1996,Ex,1175,1540,3,1,4,1,11,2,0,7,2008,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Above Average,Above Average,Above Average,Cinder Block,299800
747,70.04995837,8795,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2000,2000,Ex,980,1276,2,1,4,1,8,1,0,4,2009,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,236000
748,65,11700,Paved,1,All Public Utilities,Corner Log,Gentle Slope,1880,2003,TA,1320,1320,1,1,4,1,8,1,0,5,2009,0,0,0,0,1,Other,1,1,1,0,0,0,0,Above Average,Average,Above Average,Other,265979
749,59,10593,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1996,1996,Ex,1720,0,2,0,3,1,7,1,0,3,2010,0,0,0,0,0,Vinyl,1,1,1,0,0,1,0,Average,Average,Above Average,Poured Concrete,260400
750,50,8405,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1945,1950,TA,1088,441,2,0,4,1,9,0,0,4,2009,0,0,0,0,1,Other,1,0,1,0,0,0,0,Below Average,Below Average,Average,Other,98000
751,55,8800,Paved,1,All Public Utilities,Corner Log,Gentle Slope,1910,2004,Gd,792,348,1,0,3,1,7,0,0,6,2010,0,0,0,0,1,Wood Siding,1,1,0,0,0,0,0,Above Average,Average,Average,Brick/Tile,96500
752,70.04995837,7750,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2003,2003,Ex,660,660,2,1,3,1,6,0,0,8,2007,1,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,162000
753,79,9236,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1997,1997,Ex,1494,0,2,0,3,1,6,0,0,7,2006,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,217000
754,80,10240,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2005,2005,Gd,1038,1060,2,1,3,1,8,1,0,3,2006,0,0,0,0,0,Vinyl,1,1,1,0,1,0,0,Average,Above Average,Above Average,Poured Concrete,275500
755,61,7930,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1969,2005,Gd,1026,0,1,0,3,1,5,0,0,7,2009,0,0,0,0,1,Plywood,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,156000
756,34,3230,Paved,1,All Public Utilities,Inside Lot,Gentle Slope,1999,1999,Gd,742,729,2,1,3,1,6,0,0,3,2009,0,0,0,0,0,Metal,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,172500
757,68,10769,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2007,2007,Ex,866,902,2,1,3,1,7,0,0,4,2009,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Above Average,Above Average,Poured Concrete,212000
758,70.04995837,11616,Paved,0,All Public Utilities,Cul-de-sac,Gentle Slope,1978,1978,TA,672,714,2,1,3,1,6,1,0,4,2010,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,158900
759,24,2280,Paved,1,All Public Utilities,Inside Lot,Gentle Slope,1999,1999,Gd,757,744,2,1,3,1,6,0,0,8,2008,0,0,0,0,0,Metal,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,179400
760,65,12257,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1995,1995,Ex,1328,1203,2,1,4,1,9,1,0,11,2007,0,0,0,0,0,Vinyl,1,1,1,0,0,1,0,Average,Above Average,Above Average,Poured Concrete,290000
761,70,9100,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1959,1959,Ex,864,0,1,0,2,1,5,0,0,10,2009,0,0,0,0,0,Wood Siding,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,127500
762,60,6911,Paved,0,All Public Utilities,Frontage on 2 sides of property,Gentle Slope,1924,1950,TA,1301,0,1,0,2,1,5,0,0,10,2009,0,0,1,0,1,Wood Siding,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,100000
763,72,8640,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2009,2009,Ex,764,783,2,1,3,1,7,0,0,6,2010,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,215200
764,82,9430,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1999,1999,Ex,1268,1097,2,1,3,1,8,1,0,7,2009,0,0,0,0,0,Vinyl,1,1,1,0,0,1,0,Average,Above Average,Above Average,Poured Concrete,337000
765,30,9549,Paved,0,All Public Utilities,Cul-de-sac,Gentle Slope,1995,1996,Ex,1494,0,1,1,2,1,6,1,0,4,2006,0,0,0,0,1,Other,1,1,1,0,0,0,0,Average,Above Average,Above Average,Poured Concrete,270000
766,75,14587,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2008,2008,Ex,1506,0,2,0,2,1,6,1,0,8,2008,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Above Average,Above Average,Poured Concrete,264132
767,80,10421,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1988,1988,TA,980,734,2,1,3,1,7,1,0,3,2010,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,196500
768,75,12508,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1940,1985,Ex,983,767,2,0,4,1,7,0,0,7,2008,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,160000
769,70,9100,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2004,2005,Ex,1836,0,2,0,3,1,8,1,0,10,2006,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,216837
770,47,53504,Paved,0,All Public Utilities,Cul-de-sac,Moderate Slope,2003,2003,Ex,1690,1589,3,1,4,1,12,1,0,6,2010,0,0,0,0,0,Other,1,1,1,0,0,0,0,Average,Above Average,Above Average,Poured Concrete,538000
771,70.04995837,7252,Paved,0,All Public Utilities,Cul-de-sac,Gentle Slope,1982,1982,TA,858,0,1,0,2,1,5,0,0,4,2009,0,0,0,0,0,Wood Siding,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,134900
772,67,8877,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1951,1951,TA,1220,0,1,0,2,1,6,0,0,4,2006,0,0,0,0,0,Wood Siding,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,102000
773,94,7819,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1976,1976,TA,1117,0,1,0,3,1,6,1,0,3,2010,0,0,0,0,0,Plywood,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,107000
774,70,10150,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1958,1958,Ex,912,0,1,0,2,1,5,0,0,7,2007,0,0,1,0,0,Wood Siding,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,114500
775,110,14226,Paved,0,All Public Utilities,Corner Log,Gentle Slope,2006,2006,Gd,1973,0,2,0,3,1,9,1,0,7,2007,0,0,0,0,0,Vinyl,1,1,1,0,1,0,0,Average,Above Average,Above Average,Poured Concrete,395000
776,32,4500,Paved,0,All Public Utilities,Frontage on 2 sides of property,Gentle Slope,1998,1998,Ex,1204,0,2,0,2,1,5,0,0,6,2009,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,162000
777,86,11210,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2005,2006,Ex,1614,0,2,0,3,1,7,0,0,7,2006,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,221500
778,100,13350,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1974,1974,TA,894,0,1,0,3,1,5,1,0,6,2006,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,142500
779,60,8400,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1977,1977,TA,2020,0,2,0,4,2,10,2,0,10,2007,0,0,1,0,0,Plywood,1,0,1,0,0,0,0,Average,Average,Average,Other,144000
780,78,10530,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1977,1977,TA,1004,0,1,0,2,1,4,0,0,5,2006,0,0,0,0,0,Plywood,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,135000
781,63,7875,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1995,1996,Gd,1253,0,2,0,3,1,6,1,0,6,2007,0,0,0,0,1,Hard Board,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,176000
782,65,7153,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1992,1992,Ex,810,793,2,1,3,1,7,0,0,7,2006,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,175900
783,67,16285,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2001,2002,Ex,1430,0,2,0,3,1,6,0,0,6,2009,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,187100
784,70.04995837,9101,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1978,1978,Ex,1110,0,1,0,1,1,4,1,0,7,2009,0,0,0,0,0,Plywood,1,1,1,0,0,0,0,Above Average,Average,Average,Poured Concrete,165500
785,35,6300,Paved,1,All Public Utilities,Inside Lot,Gentle Slope,1914,2001,Ex,742,742,2,0,3,1,9,1,0,6,2008,0,0,0,0,1,Wood Siding,1,1,0,0,0,0,0,Above Average,Average,Average,Cinder Block,128000
786,70.04995837,9790,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1967,1967,TA,1342,0,2,0,3,1,7,1,0,9,2009,0,0,1,0,0,Wood Siding,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,161500
787,60,10800,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1915,1950,TA,966,686,2,0,4,1,7,0,0,6,2010,0,1,0,0,1,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Poured Concrete,139000
788,76,10142,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2004,2004,Ex,956,1128,2,1,4,1,8,0,0,1,2010,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,233000
789,50,6000,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1954,2000,Ex,901,0,1,0,2,1,4,0,0,8,2008,0,0,0,0,1,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,107900
790,70.04995837,12205,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1966,2007,Gd,976,1111,2,1,5,1,9,0,0,7,2007,0,0,0,0,1,Hard Board,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,187500
791,43,3182,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2005,2006,Ex,1145,0,2,0,2,1,5,1,0,9,2009,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,160200
792,70.04995837,11333,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1976,1976,TA,1062,0,1,0,3,1,5,2,0,5,2007,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,146800
793,92,9920,Paved,0,All Public Utilities,Cul-de-sac,Gentle Slope,1996,1997,Ex,1127,886,2,1,3,1,8,1,0,6,2007,0,0,0,0,1,Metal,1,1,1,0,0,1,0,Average,Average,Above Average,Poured Concrete,269790
794,76,9158,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2007,2007,Ex,1496,0,2,0,3,1,7,0,0,6,2007,0,0,0,0,0,Other,1,1,1,0,0,0,0,Average,Above Average,Above Average,Poured Concrete,225000
795,70.04995837,10832,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1994,1996,Ex,1086,809,2,1,3,1,7,1,0,10,2008,0,0,0,0,1,Metal,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,194500
796,70,8400,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1980,1981,TA,888,676,2,1,3,1,7,1,0,4,2010,0,0,0,0,1,Hard Board,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,171000
797,71,8197,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1977,1977,Ex,1285,0,1,1,3,1,7,1,0,4,2007,0,0,0,0,0,Plywood,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,143500
798,57,7677,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1953,1953,Gd,773,0,1,0,2,1,4,0,0,4,2008,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,110000
799,104,13518,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2008,2009,Ex,1966,1174,3,1,4,1,11,2,0,7,2009,0,0,0,0,1,Vinyl,1,1,1,0,1,0,0,Average,Above Average,Above Average,Poured Concrete,485000
800,60,7200,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1937,1950,Ex,981,787,1,1,3,1,7,2,0,6,2007,0,0,1,0,1,Wood Siding,1,1,1,0,0,0,0,Above Average,Average,Average,Brick/Tile,175000
801,79,12798,Paved,0,All Public Utilities,Inside Lot,Moderate Slope,1997,1997,Gd,616,1072,2,1,4,1,8,0,0,5,2008,0,0,1,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,200000
802,40,4800,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1916,1990,Ex,1196,0,1,0,2,1,5,0,0,7,2007,0,0,0,0,1,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,109900
803,63,8199,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2005,2005,Ex,728,728,2,1,3,1,7,1,0,10,2008,0,0,0,0,0,Other,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,189000
804,107,13891,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2008,2009,Ex,1734,1088,3,1,4,1,12,1,0,1,2009,0,0,0,0,1,Vinyl,1,1,1,0,1,0,0,Average,Above Average,Above Average,Poured Concrete,582933
805,75,9000,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1954,1954,TA,1128,0,1,0,2,1,5,0,0,6,2006,0,0,0,0,0,Wood Siding,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,118000
806,91,12274,Paved,0,All Public Utilities,Frontage on 2 sides of property,Gentle Slope,2008,2008,Ex,1428,0,2,0,3,1,6,0,0,7,2008,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,227680
807,75,9750,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1967,1967,Gd,980,0,2,0,3,1,6,0,0,10,2006,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,135500
808,144,21384,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1923,2004,Ex,1072,504,1,1,3,1,6,1,0,5,2009,0,0,0,0,1,Wood Siding,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,223500
809,85,13400,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1966,1966,TA,1086,0,1,0,3,1,6,1,0,6,2006,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,159950
810,90,8100,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1898,1965,TA,1075,1063,2,0,2,3,11,0,0,11,2009,0,0,0,0,1,Other,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,106000
811,78,10140,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1974,1999,Fa,1309,0,1,1,3,1,5,1,0,1,2006,0,0,0,0,1,Hard Board,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,181000
812,70.04995837,4438,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2004,2004,Ex,848,0,1,0,1,1,4,1,0,6,2008,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,144500
813,66,8712,Gravel,0,All Public Utilities,Inside Lot,Moderate Slope,1952,1952,TA,1044,0,1,0,2,1,4,0,0,6,2010,0,0,0,0,0,Wood Siding,1,1,1,0,0,0,0,Average,Average,Below Average,Cinder Block,55993
814,75,9750,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1958,1958,Gd,1442,0,1,1,4,1,7,0,0,4,2007,0,0,0,0,0,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,157900
815,45,8248,Paved,1,All Public Utilities,Inside Lot,Gentle Slope,1918,1950,Gd,686,564,1,1,3,1,7,0,0,7,2006,0,0,0,0,1,Other,1,1,1,0,0,0,0,Above Average,Average,Average,Brick/Tile,116000
816,48,12137,Paved,0,All Public Utilities,Cul-de-sac,Gentle Slope,1998,1998,Ex,1661,0,2,0,3,1,6,0,0,5,2010,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,224900
817,70.04995837,11425,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1954,1954,Gd,1008,0,1,0,2,1,4,1,0,7,2006,0,0,0,0,0,Other,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,137000
818,70.04995837,13265,Paved,0,All Public Utilities,Cul-de-sac,Gentle Slope,2002,2002,Ex,1689,0,2,0,3,1,7,2,0,7,2008,0,0,0,0,0,Other,1,1,1,0,0,0,0,Average,Above Average,Above Average,Poured Concrete,271000
819,80,8816,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1971,1971,Gd,1052,0,1,0,3,1,6,0,0,6,2010,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,155000
820,44,6371,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2009,2010,Ex,1358,0,2,0,2,1,6,1,0,6,2010,0,0,0,0,1,Vinyl,1,1,1,0,1,0,0,Average,Average,Above Average,Poured Concrete,224000
821,72,7226,Paved,0,All Public Utilities,Cul-de-sac,Gentle Slope,2003,2003,Ex,798,842,2,1,3,1,6,0,0,6,2008,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,183000
822,60,6000,Paved,1,All Public Utilities,Inside Lot,Moderate Slope,1953,1953,TA,936,0,1,0,2,1,4,0,0,2,2009,0,0,0,0,0,Metal,1,1,1,0,0,0,0,Below Average,Below Average,Below Average,Cinder Block,93000
823,70.04995837,12394,Paved,0,All Public Utilities,Corner Log,Gentle Slope,2003,2003,Ex,847,886,2,1,3,1,7,1,0,10,2007,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,225000
824,60,9900,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1940,1950,TA,944,545,2,0,3,1,7,1,0,7,2009,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Above Average,Average,Average,Brick/Tile,139500
825,81,11216,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2006,2006,Ex,1489,0,2,0,3,1,7,1,0,6,2006,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Above Average,Above Average,Poured Concrete,232600
826,114,14803,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2007,2008,Ex,2084,0,2,0,2,1,7,1,0,6,2008,0,0,0,1,1,Other,1,1,1,0,1,0,0,Average,Above Average,Above Average,Poured Concrete,385000
827,50,6130,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1924,1950,Gd,784,0,1,0,2,1,5,0,0,5,2008,0,0,0,0,1,Metal,1,1,0,0,0,0,0,Above Average,Average,Average,Brick/Tile,109500
828,65,8529,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2001,2001,Ex,1434,0,2,0,3,1,6,1,0,4,2009,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,189000
829,70.04995837,28698,Paved,0,All Public Utilities,Cul-de-sac,Sever Slope,1967,1967,TA,1160,966,2,1,3,1,7,0,0,6,2009,0,0,0,0,0,Plywood,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,185000
830,24,2544,Paved,1,All Public Utilities,Inside Lot,Gentle Slope,2005,2005,Ex,520,623,2,1,2,1,4,0,0,7,2006,0,0,0,0,0,Metal,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,147400
831,80,11900,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1957,1957,TA,1392,0,1,1,3,1,6,2,0,6,2008,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,166000
832,30,3180,Paved,1,All Public Utilities,Inside Lot,Gentle Slope,2005,2005,Ex,520,600,2,1,2,1,4,0,0,6,2006,0,0,0,0,0,Metal,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,151000
833,44,9548,Paved,0,All Public Utilities,Cul-de-sac,Gentle Slope,2003,2003,Ex,941,888,2,1,3,1,7,1,0,1,2010,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Above Average,Average,Above Average,Poured Concrete,237000
834,100,10004,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1964,1964,TA,1516,0,1,1,3,1,6,0,0,2,2009,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,167000
835,75,7875,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1961,1961,Gd,1144,0,1,0,3,1,6,0,0,9,2008,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,139950
836,60,9600,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1950,1995,TA,1067,0,2,0,2,1,4,0,0,2,2010,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,128000
837,90,8100,Paved,1,All Public Utilities,Inside Lot,Gentle Slope,1948,1973,Gd,1559,0,1,0,2,1,5,0,0,6,2007,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Above Average,Average,Average,Brick/Tile,153500
838,21,1680,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1973,1973,TA,483,504,1,1,2,1,5,0,0,11,2008,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,100000
839,75,9525,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1995,2006,Ex,1099,0,1,1,3,1,6,0,0,6,2008,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Above Average,Average,Average,Poured Concrete,144000
840,70,11767,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1946,1995,Ex,768,432,1,0,3,1,6,0,0,5,2008,0,0,0,0,1,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,130500
841,70.04995837,12155,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1925,1950,TA,810,672,2,0,4,1,7,0,0,3,2008,0,0,0,0,1,Wood Siding,1,1,1,0,0,0,0,Above Average,Average,Average,Brick/Tile,140000
842,60,10440,Paved,1,All Public Utilities,Inside Lot,Gentle Slope,1904,2002,Gd,958,581,2,0,3,1,8,1,0,6,2008,0,0,0,0,1,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Poured Concrete,157500
843,82,9020,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1966,1966,TA,1165,0,1,1,3,1,6,0,0,5,2008,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,174900
844,80,8000,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1961,1961,Ex,1800,0,2,0,6,2,10,0,0,7,2007,0,1,0,0,0,Other,1,1,0,0,0,0,0,Below Average,Below Average,Average,Cinder Block,141000
845,100,12665,Paved,1,All Public Utilities,Inside Lot,Gentle Slope,1915,1950,Gd,876,540,1,1,4,1,7,1,0,6,2008,0,1,0,0,1,Wood Siding,1,1,1,0,0,0,0,Above Average,Average,Average,Brick/Tile,153900
846,70.04995837,16647,Paved,0,All Public Utilities,Cul-de-sac,Gentle Slope,1975,1981,TA,1701,0,2,0,3,1,6,2,0,1,2007,1,0,0,0,1,Hard Board,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,171000
